temperature,humidity,pressure
22.65141867364001,46.92068627933185,1001.417280995312
15.211762764152274,44.282904544805454,1004.5988463463956
19.13366191156953,57.42308624804241,1004.8789330485192
19.8716778764844,59.66066559045274,1013.8729247462288
20.66861994431256,59.76875973722892,1019.7164331298076
22.423812788766924,55.609890557537724,1007.2493953895424
23.34655952356948,48.54729620398941,1018.282743410144
24.47202569237645,50.6472170497501,1015.4490115403592
20.603199431336023,51.71656412032182,1017.9214617762324
23.871324785611318,59.60325170543377,1001.305756860581
20.34741496472627,57.45264076449036,1009.9372380378742
15.746443103654917,45.59322840859826,1018.1333404364824
20.97310863697915,53.60518588271374,1014.3715536930266
19.53946318636969,53.35856626804489,1016.9278809980592
19.804725496225164,42.93478335693642,1003.162373705309
16.012774612428657,43.08615879778541,1012.4886068677556
16.435781872261387,40.19156942160008,1019.2198253912528
23.02076608822131,56.63415903573062,1003.8257173226592
15.595660851373855,47.98889243884992,1004.8713250409376
23.460863979071995,55.696889714850926,1017.373817660297
17.497718414616294,41.74714721329367,1019.425901680602
16.79184267045464,54.730233111314064,1003.7491570189386
23.607720141497893,53.64468784098542,1002.652825024978
16.41125327601089,55.322092706084746,1002.6253453830324
15.428172771285617,57.90004580574255,1003.578874589095
24.30768127594781,50.81929804505269,1009.0462524761342
19.846141626306512,44.86602190724402,1010.842265973621
22.401318524217565,40.67773809528458,1007.2407296212969
17.98045008604522,47.98656296406297,1001.790149531876
16.55785161320883,53.202120518934045,1001.993395052992
18.56094418543469,59.85015518196147,1015.9416300288952
22.52935670799205,49.48117181217489,1014.9287087539906
17.90636736269851,53.25581867693676,1005.9702358411556
19.602418907557464,50.71028046590615,1002.3052366749648
23.42805045949303,56.298560769074896,1006.807544016422
17.05189271393649,50.62875004743745,1000.951667036644
23.49790108354443,47.366207194966655,1010.4189267517692
20.942198328254197,48.660915736457824,1014.001903282748
18.26342433230246,59.14307568210158,1005.879660577373
24.28206174205861,51.32121631245933,1012.6568061130466
21.89378639937092,59.79906341328618,1016.1630231958446
16.99337505010547,47.02044457556088,1018.856685226924
15.530785546272003,44.30898941292765,1014.790603533268
23.577871249437493,50.28115748797316,1015.0556382981392
16.351105145562396,48.50683023840693,1003.1090856482348
17.03246930468741,41.750270055690834,1002.0308500104476
20.088024080511897,55.4933358685939,1010.9921185026128
24.162381573786583,52.46464319362475,1005.8462950492988
21.499553445381927,58.940826927324885,1003.5945496812192
22.776177263074143,40.04402764144379,1005.178133070306
22.6856492558666,48.82675292922471,1011.7386026116232
17.720515928720936,57.36522045110465,1002.185309472647
23.787637824239496,46.5675487699455,1005.6961638989582
18.29566414823069,42.23224691509259,1009.57549929429
21.599260473188288,51.23595203377445,1015.9503045580929
24.905033242608795,41.5646166048267,1009.3246904438176
18.709086081205594,48.95517861769128,1007.279623696856
23.67554461547314,58.92104793278206,1004.9943821201856
17.457233989481498,58.70915395945561,1011.4027319681912
17.5451878154879,49.60453078368917,1000.2298059167672
17.11721430985541,58.87908331134687,1007.6877079349694
22.839255075865488,56.35469500597043,1004.8016796440075
23.49543561832637,47.10999139942778,1019.2531575761104
16.079018483714172,59.25651110086126,1014.7539846142034
21.69129701960472,46.38544010708471,1003.6209640084072
21.926385574029137,40.63609901206286,1002.18879491772
18.81642979035244,44.24368198638787,1001.51750562725
19.277281724414834,55.47991088787154,1006.3211563492332
16.417090947468967,56.07798968759791,1018.479771083846
16.461315528134087,55.48618815230339,1018.6107823858184
17.647780677814794,52.45877290159466,1011.454638759712
15.50782728865726,47.17757337318025,1000.2929123938022
17.570074282124843,56.57939761506001,1004.8127302744872
18.48303482246246,56.13518274668961,1008.1197399359012
15.193949191313225,55.84513102605413,1005.7102690773612
19.094569181848648,44.84185933329093,1016.028776531622
19.634583558862666,59.174122470283294,1015.6487578025788
17.411141163177945,47.930722224482814,1011.6326839390032
21.19478440977145,43.18188339170549,1019.2601976512284
24.710827642207875,56.71671663014703,1000.6394009556474
23.294369291843736,55.81688776845032,1010.4082211047348
21.080298877441223,58.58618147467247,1007.1377550921536
23.03571404631445,43.24280401206203,1007.307560431188
24.588972435950453,56.40106400612454,1015.1307107421096
21.73053385332181,44.36446825196586,1004.0196763580424
16.56761362015227,54.36108121902824,1000.7777435421162
22.67724306566381,44.56278415464931,1010.6127517600988
24.016929742927744,54.76941240572846,1016.9634168893438
22.874445145794727,54.78781854991966,1015.6868156476396
17.067573207808863,57.72164669443012,1013.8557422370544
18.22616691960652,47.20078294295733,1003.8826802606995
16.013589444186028,58.3811206422772,1014.574447973312
17.507583052740596,57.61867174725677,1016.1944617206252
24.14077566584618,48.60770123339902,1002.2968495747176
20.157075757073905,58.99730921141974,1003.7669044907796
20.890410347155665,45.79624828825407,1018.1493181651022
21.967411447419227,53.82277884760215,1004.1938505990772
21.707064323995453,52.32914560011602,1001.3680335151136
20.257830099810626,55.615172256676736,1018.8665233480544
18.54655358098576,56.443704754540136,1019.7110470037102
26.78644998855573,44.068055237659266,1013.93
26.78644998855573,44.45563439383535,1013.84
